PCM,Maths,Physics,Chemistry,Rank
94.6452496,94.4348689,96.8663503,82.9108407,11425
94.6387318,92.4816958,94.9153061,94.8944066,11435
94.6336624,96.506449,62.6102958,92.6630033,11445
94.6285929,95.2459752,55.1955632,96.9328718,11455
94.6224372,95.216283,79.1563231,94.8944066,11465
94.6177299,42.5747558,99.3997767,98.9909622,11475
94.6126605,90.4836222,95.0335666,96.4822584,11485
94.6090395,91.7647357,96.5714635,93.7347395,11495
94.6039701,95.1290166,96.9453606,74.1284656,11505
94.5996249,89.9379359,91.113892,98.2525984,11515
94.5956418,97.0506869,86.6046988,74.1284656,11525
94.5902102,96.6693945,70.3706347,90.0294122,11535
94.5840545,91.5145239,91.6692579,97.219093,11545
94.5778988,89.565696,97.0987934,94.7001942,11555
94.5739157,94.6470601,97.9936486,61.0035835,11565
94.5688463,89.565696,95.9572223,96.2250926,11575
94.5637769,95.7083783,96.5714635,61.9180638,11585
94.5594316,89.2521165,94.8671353,97.2825561,11595
94.553638,95.9455545,94.38033,77.8164617,11605
94.5482065,95.7083783,95.1711974,76.7222967,11615
94.5438613,96.2265449,91.5532912,81.5697049,11625
94.5373435,93.2297966,94.7139573,93.6526708,11635
94.5333604,96.4753083,82.3228513,86.8916846,11645
94.5290152,96.5408486,40.7315842,94.5250972,11655
94.5224973,86.1586872,96.7172502,96.9328718,11665
94.5185142,97.2353584,44.3161023,89.9277183,11675
94.514169,96.0646857,90.0169235,85.2977158,11685
94.5080133,95.7083783,83.9779893,91.3269649,11695
94.503306,93.9847773,94.5735229,91.5046106,11705
94.4985987,95.0207484,94.1404956,87.630813,11715
94.4949777,93.9847773,93.351922,93.0430173,11725
94.4902703,96.8808615,82.8534945,79.373474,11735
94.4848388,90.1454198,96.0517798,95.5896971,11745
94.478321,92.0587618,92.9081901,96.2536383,11755
94.4725274,96.0646857,93.6391626,76.8976486,11765
94.4685443,94.0763888,93.9067781,91.6733358,11775
94.4641991,83.4961581,94.1404956,98.8772894,11785
94.4591297,95.4487518,81.5261218,92.8172008,11795
94.4526118,95.8905151,96.9453606,49.8603302,11805
94.4482666,92.6142248,95.6049894,93.2632266,11815
94.4428351,97.5612494,86.6046988,49.8603302,11825
94.4374036,89.4038368,94.5735229,97.0223319,11835
94.4330584,97.7397652,72.1040183,61.9180638,11845
94.427989,90.6418603,96.1300254,94.7302691,11855
94.4225574,81.6740656,98.0114896,96.1672367,11865
94.4145912,97.1430227,94.3079464,35.2240579,11875
94.410246,95.216283,92.4127191,88.5590564,11885
94.406625,95.7384327,90.3923498,86.2221361,11895
94.4015556,82.8845694,95.5269986,98.3841123,11905
94.3961241,94.6843565,88.3120855,93.3595681,11915
94.3906926,91.2375166,82.3228513,98.1516692,11925
94.3859852,93.1461512,90.7267417,95.5606417,11935
94.38164,93.2297966,95.6373581,91.782421,11945
94.3762085,95.1290166,94.8671353,83.4814989,11955
94.3711391,96.0646857,64.3513256,93.2632266,11965
94.3653455,91.7647357,95.1711974,94.7001942,11975
94.359914,94.378019,91.3575496,92.9331675,11985
94.3552067,85.692301,95.0335666,97.8840537,11995
94.3490509,92.0587618,96.666021,91.8632154,12005
94.3439815,92.1608743,90.5159626,96.4822584,12015
94.3389121,86.9683451,98.5334672,91.3269649,12025
94.3320322,93.7345654,82.9715002,95.9625746,12035
94.3266007,94.6470601,82.9715002,94.3056525,12045
94.3226176,89.2521165,96.3930532,95.3615867,12055
94.3186344,92.6142248,87.0958369,96.6290646,12065
94.3139271,94.306323,82.3228513,95.3615867,12075
94.3084956,94.306323,98.0955973,59.2737681,12085
94.3037883,97.1234692,82.9715002,68.7595896,12095
94.299081,96.2265449,88.9936129,81.5697049,12105
94.2965463,96.0646857,87.0958369,85.2977158,12115
94.2900285,90.1454198,96.666021,93.9671827,12125
94.2856832,94.6470601,90.0169235,92.0204713,12135
94.2806138,92.0587618,36.4739495,99.4160885,12145
94.2762686,95.2897895,93.0188044,85.4641472,12155
94.2722855,93.7345654,92.0711908,93.2632266,12165
94.2675782,94.0763888,70.801623,96.4822584,12175
94.2621467,94.8766322,88.9936129,91.5046106,12185
94.2567152,96.1052411,87.276796,83.9359354,12195
94.2505594,92.1608743,95.0335666,93.6141851,12205
94.2462142,92.3741518,91.9047595,95.4102673,12215
94.2415069,93.0132601,93.7286226,93.5558195,12225
94.2360754,93.8703533,91.6692579,92.8768408,12235
94.2317302,92.6142248,94.7799691,93.2632266,12245
94.2266608,95.8905151,82.3228513,89.1998043,12255
94.2215914,95.2897895,88.5243938,89.8094578,12265
94.216884,89.4038368,96.2207598,94.9795338,12275
94.2125388,94.1962443,92.7422685,91.3269649,12285
94.2071073,93.9847773,72.8143462,96.3940727,12295
94.2016758,86.6362985,96.4167563,96.276067,12305
94.1973306,87.5911589,96.0517798,96.2536383,12315
94.1918991,95.2897895,84.255035,91.3929768,12325
94.1857434,93.6259351,93.8484124,92.1007559,12335
94.1799497,95.5113953,83.222549,90.3969375,12345
94.1748803,89.9379359,91.113892,97.4043848,12355
94.1694488,95.216283,48.8841709,96.276067,12365
94.1643794,82.7136577,95.8359033,97.8840537,12375
94.1600342,91.2375166,94.8671353,94.4674962,12385
94.1553269,93.2297966,86.0133961,95.800731,12395
94.1495333,84.6628477,91.113892,98.7924171,12405
94.1448259,95.1290166,89.7844803,89.1998043,12415
94.1404807,96.1052411,70.801623,90.3969375,12425
94.1364976,90.7914081,96.7172502,92.1410257,12435
94.1325145,93.2953369,87.276796,95.281557,12445
94.1274451,97.2487562,71.281037,69.460997,12455
94.1223757,89.7786114,93.2474245,96.7378949,12465
94.1158579,95.4487518,86.0133961,88.9798498,12475
94.1111505,96.8678259,54.6407071,87.630813,12485
94.1049948,85.692301,97.4703966,94.5551721,12495
94.1006496,96.0646857,78.2115131,88.1329106,12505
94.0966665,89.2521165,96.3930532,94.4674962,12515
94.0926834,89.2521165,98.4062862,86.8916846,12525
94.087614,94.306323,76.6397182,95.3615867,12535
94.0832688,96.7534019,88.9936129,61.2661015,12545
94.0781993,92.6142248,87.0958369,95.9625746,12555
94.0727678,96.4753083,76.6397182,83.4814989,12565
94.0676984,95.6040932,94.5735229,68.5686905,12575
94.062629,93.2297966,91.8094374,93.6526708,12585
94.0586459,91.8969026,93.4541256,94.5250972,12595
94.0524902,83.9172816,96.4947471,96.7378949,12605
94.0466966,96.7534019,64.1311163,85.1384209,12615
94.0419892,94.6470601,90.0169235,90.1683174,12625
94.0358335,95.320206,91.113892,84.4706566,12635
94.0314883,93.9847773,94.5735229,87.8642756,12645
94.026781,94.6843565,60.8323096,95.6651391,12655
94.0217116,94.6843565,91.113892,89.2872253,12665
94.0166422,91.0948488,93.6391626,95.132202,12675
94.0115727,91.3704077,96.8301585,89.9277183,12685
94.0065033,93.1461512,98.243423,61.9180638,12695
94.0014339,92.794189,94.5735229,91.5046106,12705
93.9970887,95.0207484,78.7469989,92.6125387,12715
93.9920193,94.1962443,94.1404956,87.630813,12725
93.987312,91.3704077,95.5269986,93.0430173,12735
93.9826047,89.4038368,96.8301585,93.0430173,12745
93.9760868,83.3216254,96.8663503,96.276067,12755
93.9699311,94.378019,94.2595207,86.0128863,12765
93.9648617,95.7822469,73.6324849,90.2751087,12775
93.9601544,94.6470601,94.7799691,81.9107235,12785
93.9511019,95.216283,92.4127191,82.9108407,12795
93.9463946,90.9572503,87.5110232,96.8780744,12805
93.9416872,86.7891051,96.2207598,95.7693817,12815
93.937342,94.8766322,34.4867135,97.0223319,12825
93.9304621,96.6693945,86.2805018,67.1075101,12835
93.9257548,85.0560895,94.7139573,97.3875633,12845
93.9214096,90.3311776,96.327806,92.8172008,12855
93.9177886,93.7345654,96.3030834,81.9107235,12865
93.9112708,94.0763888,83.222549,93.6141851,12875
93.9065634,96.6458579,46.8240416,90.1683174,12885
93.9004077,95.1290166,89.7844803,86.8916846,12895
93.8946141,96.1342091,54.0603639,91.5838758,12905
93.8913552,88.8972574,97.2257196,92.0204713,12915
93.8866479,97.0506869,91.9980426,32.0835266,12925
93.8819406,91.7647357,92.7422685,94.7001942,12935
93.8765091,95.9136896,77.3301661,87.7355653,12945
93.8699912,94.6470601,97.2257196,52.8489578,12955
93.8645597,95.4878588,86.2805018,85.8051657,12965
93.8594903,93.4050535,91.3575496,92.9331675,12975
93.8533346,97.6557578,79.9703839,34.7420951,12985
93.8479031,84.6628477,95.4507919,96.8587041,12995
93.8421095,94.306323,86.6046988,92.4122094,13005
93.8374021,95.7083783,92.7422685,69.7778027,13015
93.8308843,89.9379359,77.7333734,98.2525984,13025
93.826177,94.7676398,50.4429673,95.800731,13035
93.8218318,96.4753083,86.6046988,67.3040163,13045
93.8156761,95.4237669,82.9715002,88.1329106,13055
93.8113309,96.2265449,91.5532912,61.2661015,13065
93.8077099,94.4844767,89.6881388,89.5877193,13075
93.8026404,97.1234692,82.9715002,52.8489578,13085
93.7972089,92.6142248,90.0169235,94.3056525,13095
93.7935879,93.8703533,89.3139869,91.5838758,13105
93.7888806,92.794189,97.3075335,76.4526423,13115
93.7838112,88.8972574,92.0711908,96.6290646,13125
87.0813207,85.0560895,86.0133961,77.4828344,24423
87.0729923,73.9707278,91.3575496,88.4112307,24433
87.0653882,82.7136577,92.506512,70.9252359,24443
87.0617672,79.5047182,79.8187351,90.2751087,24453
87.0534389,75.4499106,51.0100572,95.6651391,24463
87.0440242,76.884917,78.2115131,92.0204713,24473
87.0400411,70.7668576,93.4541256,87.1338128,24483
87.0331612,88.308119,87.276796,56.4452,24493
87.028816,87.8185584,83.5194748,70.1687762,24503
87.0190393,66.4987725,95.0335666,86.467068,24513
87.0128836,81.2529421,20.1366623,96.7162308,24523
87.0078141,81.2529421,69.2955851,91.0229028,24533
87.0027447,81.2529421,86.6046988,83.4814989,24543
86.9962269,81.2529421,97.3773684,25.1609516,24553
86.9860881,85.0560895,50.4429673,91.782421,24563
86.9734145,87.2790278,70.3706347,82.416899,24573
86.9639999,81.6740656,88.5243938,82.1421471,24583
86.9563958,91.0948488,78.2115131,52.8489578,24593
86.9506022,88.5250176,71.7217105,77.8164617,24603
86.9397391,82.7136577,53.4045785,92.7323285,24613
86.9339455,70.7668576,75.6263476,94.5250972,24623
86.9270656,85.692301,44.0153535,91.6733358,24633
86.9180131,88.308119,83.222549,64.4494513,24643
86.9075121,75.4499106,83.5194748,90.8523935,24653
86.9031669,89.565696,87.7829715,45.1806277,24663
86.8980975,73.2570266,93.8484124,82.9108407,24673
86.8901313,87.8185584,77.7333734,76.035417,24683
86.8821651,73.2570266,90.3923498,88.5590564,24693
86.8756473,88.5250176,62.6102958,82.1421471,24703
86.8680431,78.9394784,87.5110232,86.2221361,24713
86.8582664,69.0179095,83.5194748,93.3595681,24723
86.8524728,86.6362985,83.8383195,73.0439858,24733
86.8470413,75.9742329,88.5243938,87.9978285,24743
86.8372645,89.565696,78.7469989,61.9180638,24753
86.8271257,83.9172816,82.1847107,82.416899,24763
86.8187974,83.9172816,94.3079464,51.6008503,24773
86.8119175,82.7136577,87.276796,80.4984784,24783
86.8017786,89.1224843,72.6359359,73.0439858,24793
86.795985,92.4816958,72.6359359,41.5573691,24803
86.7865704,82.7136577,44.0153535,93.6141851,24813
86.7800526,64.8783703,54.6407071,97.3643699,24823
86.7735348,85.692301,83.222549,75.72116,24833
86.7670169,86.6362985,48.8841709,90.5727991,24843
86.7594128,92.4816958,48.8841709,66.5952176,24853
86.7471014,80.52874,77.7333734,89.2872253,24863
86.7369626,65.6844072,88.7270169,92.9331675,24873
86.7286342,93.7345654,87.0958369,10.3154294,24883
86.7221164,87.5911589,79.8187351,73.954643,24893
86.7137881,47.2248575,95.1711974,93.7347395,24903
86.7079945,85.3526502,62.6102958,87.9978285,24913
86.7011145,74.9020517,76.6397182,92.4122094,24923
86.6942346,74.9020517,95.7133099,67.3040163,24933
86.6869926,96.3395204,15.868323,22.7445113,24943
86.6793885,94.0763888,44.0153535,40.3655882,24953
86.6732328,80.102547,86.2805018,85.8051657,24963
86.6652665,88.7382951,71.281037,74.7279243,24973
86.659835,89.2521165,52.2770253,83.4814989,24983
86.6544035,84.3575965,88.7270169,73.954643,24993
86.6475236,87.5911589,73.6324849,79.08292,25003
86.64173,90.1454198,45.9686915,83.1985911,25013
86.6341259,83.4961581,94.1404956,53.8962264,25023
86.6272459,86.9683451,72.1040183,81.4014895,25033
86.6221765,92.794189,54.3282342,53.1593918,25043
86.613124,77.5895657,96.8301585,43.5660144,25053
86.6055199,86.7891051,91.5532912,53.1593918,25063
86.5961052,83.4961581,90.7267417,69.7778027,25073
86.5906737,85.0560895,68.2796658,87.1338128,25083
86.5852422,87.5911589,64.9278458,83.1985911,25093
86.5754655,81.0722536,75.6263476,88.9798498,25103
86.5674993,93.7345654,23.5649439,68.7595896,25113
86.559533,74.7039824,62.0944351,94.7644219,25123
86.5530152,88.0937552,86.0133961,58.4349847,25133
86.5407038,86.9683451,35.9099181,91.3269649,25143
86.5338239,86.32634,94.7799691,33.5513337,25153
86.5302028,86.7891051,79.9703839,76.4526423,25163
86.5240471,84.3575965,79.8187351,83.1985911,25173
86.5160809,87.5911589,55.8136275,86.0128863,25183
86.50558,93.7345654,31.1565576,61.0035835,25193
86.4990622,69.9329389,46.8240416,96.6290646,25203
86.4947169,95.1811592,16.1259985,52.6116721,25213
86.4881991,86.1586872,93.5132559,41.9480877,25223
86.4824055,73.9707278,94.2595207,79.08292,25233
86.4744393,82.8845694,79.9703839,85.1384209,25243
86.4639384,79.5047182,88.7270169,83.1985911,25253
86.4577826,83.4961581,54.6407071,91.3269649,25263
86.4512648,85.692301,63.1243724,86.467068,25273
86.441126,93.5531528,62.6102958,31.7292547,25283
86.4367808,85.8523497,76.6397182,79.5478063,25293
86.4277283,77.5895657,85.5090046,87.8642756,25303
86.4215725,86.7891051,44.3161023,89.9277183,25313
86.4110716,82.8845694,64.1311163,89.9277183,25323
86.405278,85.0560895,86.0133961,72.3588902,25333
86.3991223,92.0587618,97.1528263,2.007116,25343
86.3929665,78.3767734,78.7469989,89.7268793,25353
86.3878971,63.8949038,86.0133961,93.6526708,25363
86.3828277,62.9719082,93.351922,89.9277183,25373
86.3741373,77.5895657,72.8143462,91.5046106,25383
86.3676195,78.3767734,72.1040183,91.3269649,25393
86.3603775,70.7668576,93.4541256,84.6791418,25403
86.3549459,89.7786114,30.2512527,88.2751291,25413
86.3429966,89.7786114,86.2805018,43.2119973,25423
86.3364788,80.52874,88.3120855,80.8790021,25433
86.329961,82.2519789,82.8534945,82.6256391,25443
86.3227189,81.8565645,64.3513256,90.1683174,25453
86.3165632,69.9329389,97.2257196,52.8489578,25463
86.304976,39.5595403,96.8301585,93.0430173,25473
86.2980961,93.7345654,56.1136117,33.5513337,25483
86.2908541,90.3311776,68.2796658,66.0477528,25493
86.2828878,81.6740656,90.9683602,71.9118449,25503
86.2752837,88.0937552,75.6263476,72.3588902,25513
86.2673175,54.274603,78.2115131,96.6290646,25523
86.2593513,81.8565645,71.8988464,88.1329106,25533
86.2502987,93.1461512,44.7218583,53.8962264,25543
86.2437809,85.692301,87.276796,64.4494513,25553
86.2365389,58.327238,86.6046988,94.4674962,25563
86.2300211,58.327238,94.8671353,89.1998043,25573
86.2202443,87.2790278,82.1847107,67.1075101,25583
86.2108297,69.9329389,78.2115131,93.2632266,25593
86.2035877,82.2519789,77.3301661,85.6150313,25603
86.193811,81.6740656,88.5243938,77.8164617,25613
86.1887416,81.2529421,76.6397182,86.8916846,25623
86.1829479,90.4836222,27.0105568,86.467068,25633
86.1778785,88.5250176,71.7217105,71.9118449,25643
86.1684639,71.7981214,54.6407071,95.5606417,25653
86.1619461,75.9742329,90.9683602,82.1421471,25663
86.1561525,39.5595403,91.5532912,97.0223319,25673
86.151083,91.2375166,82.3228513,32.0835266,25683
86.1434789,91.7647357,63.906829,53.8962264,25693
86.136599,88.8972574,78.2115131,61.0035835,25703
86.1304433,64.8783703,83.9779893,93.7347395,25713
86.122115,91.7647357,54.6407071,61.9180638,25723
86.1163213,73.2570266,93.8484124,78.7146302,25733
86.1076309,54.274603,87.0958369,95.132202,25743
86.1021994,78.9394784,92.4127191,73.0439858,25753
86.0920606,78.9394784,90.3923498,78.7146302,25763
86.0873533,85.0560895,75.6263476,81.1738889,25773
86.0779386,83.9172816,76.4717576,82.416899,25783
86.0696103,84.6628477,77.7333734,80.8790021,25793
86.0591094,62.7318352,87.0958369,93.2632266,25803
86.0536779,86.6362985,87.5110232,59.045148,25813
86.04716,73.2570266,83.8383195,90.5727991,25823
86.0395559,83.3216254,83.8383195,78.7146302,25833
86.0323139,75.9742329,88.5243938,85.4641472,25843
86.025434,78.9394784,79.1563231,88.5590564,25853
86.0123983,88.0937552,89.5403131,44.6555916,25863
86.0055184,86.6362985,72.6359359,78.7146302,25873
85.9939312,78.9394784,65.5510075,92.1007559,25883
85.9863271,90.9572503,65.5510075,59.045148,25893
85.9779987,85.0560895,91.8094374,51.0075085,25903
85.9740156,90.9572503,57.6981501,66.5952176,25913
85.9642389,93.2953369,53.4045785,40.3655882,25923
85.9584453,89.9379359,69.7908012,62.6594861,25933
85.950117,90.9572503,40.1815707,78.7146302,25943
85.9407023,94.0763888,44.0153535,32.7762684,25953
85.9334603,79.5047182,45.9686915,93.9671827,25963
85.9240457,89.565696,63.906829,69.7778027,25973
85.9168037,93.8703533,30.2512527,51.6008503,25983
85.9120963,88.308119,70.801623,70.9252359,25993
85.907389,90.3311776,50.4429673,77.4828344,26003
85.8961639,80.102547,86.2805018,82.416899,26013
85.8853009,88.0937552,59.729479,81.1738889,26023
85.8766104,89.565696,44.7218583,81.4014895,26033
85.8693684,87.5911589,73.6324849,73.954643,26043
85.8639369,74.9020517,76.6397182,91.0229028,26053
85.8577812,74.9020517,93.7286226,74.1284656,26063
85.8523497,77.3954795,37.2454467,95.4102673,26073
85.8432971,88.7382951,89.6881388,35.9420319,26083
85.8360551,89.2521165,26.602252,89.1998043,26093
85.8313478,89.565696,27.5654129,87.630813,26103
85.8208469,85.692301,70.801623,80.4984784,26113
85.810346,86.1586872,77.3301661,74.7279243,26123
85.7994829,94.0409029,17.1531321,66.0477528,26133
85.7893441,94.306323,52.2770253,25.1609516,26143
85.78174,87.8185584,60.8323096,80.8790021,26153
85.7734116,74.7039824,70.3706347,92.8768408,26163
85.7647212,88.5250176,93.0188044,24.4378801,26173
85.7582034,89.565696,11.7638663,92.6125387,26183
85.749513,69.0179095,93.1673948,84.4706566,26193
85.7419089,86.9683451,44.7218583,87.630813,26203
85.7364773,84.3575965,79.8187351,79.08292,26213
85.7252522,87.5911589,55.8136275,83.1985911,26223
85.7154755,77.3954795,71.281037,90.9059166,26233
85.7085956,80.52874,60.8323096,90.8523935,26243
85.6991809,86.1586872,71.281037,79.373474,26253
85.6897663,89.9379359,51.0100572,76.035417,26263
85.6796275,92.274574,78.5721568,24.4378801,26273
85.6745581,89.4038368,64.1311163,68.5686905,26283
85.667316,86.7891051,79.9703839,68.5686905,26293
85.6593498,72.5150815,95.0335666,70.9252359,26303
85.6506594,68.1785593,94.3079464,82.416899,26313
85.6448658,92.1608743,34.9801455,70.9252359,26323
85.6394343,87.8185584,51.0100572,84.4706566,26333
85.6321922,95.0207484,27.5654129,29.2146888,26343
85.6256744,82.2519789,82.8534945,79.373474,26353
85.6180703,82.7136577,92.506512,56.4452,26363
85.6122767,86.9683451,11.7638663,94.7001942,26373
85.6043105,84.6628477,51.0100572,89.2872253,26383
85.5970684,53.1596938,87.276796,95.281557,26393
85.5887401,85.8523497,42.9482049,89.1998043,26403
85.5836707,91.6213437,41.674865,70.1687762,26413
85.5782392,86.7891051,54.3282342,85.1384209,26423
85.5720835,88.308119,44.0153535,83.9359354,26433
85.5619446,80.52874,51.0100572,92.2592863,26443
85.5536163,89.7786114,24.1378959,88.2751291,26453
85.5449259,89.7786114,76.4717576,51.6008503,26463
85.5391323,80.52874,88.3120855,76.035417,26473
85.5279071,88.8972574,46.8240416,81.9107235,26483
85.5210272,60.9593505,91.6692579,91.5838758,26493
85.5163199,78.1823251,92.506512,70.9252359,26503
85.5065432,79.5047182,79.8187351,86.0128863,26513
85.4971285,84.3575965,55.8136275,88.4112307,26523
85.4884381,75.4499106,88.3120855,84.4706566,26533
82.7922337,88.0937552,75.6263476,44.6555916,29707
82.7802843,86.1586872,55.1955632,74.7279243,29717
82.7748528,77.3954795,86.8200656,69.460997,29727
82.7625414,85.0560895,81.5261218,51.0075085,29737
82.7520404,88.308119,44.0153535,70.9252359,29747
82.7437121,90.7914081,55.1955632,41.9480877,29757
82.7364701,74.9020517,52.2770253,91.0229028,29767
82.7306765,89.9379359,51.0100572,55.0426401,29777
82.7241587,76.6857615,89.5403131,66.0477528,29787
82.7154682,72.5150815,70.801623,88.7244682,29797
82.7053294,75.4499106,60.8323096,89.2872253,29807
82.703881,82.2519789,71.281037,74.7279243,29817
82.6890349,79.5047182,88.7270169,60.4326705,29827
82.6774476,68.1785593,70.3706347,91.5838758,29837
82.6709298,68.1785593,89.3139869,82.416899,29847
82.6611531,81.6740656,52.8306071,85.4641472,29857
82.6488416,87.5911589,45.9686915,73.954643,29867
82.6408754,90.1454198,21.621291,79.08292,29877
82.6274777,86.1586872,46.4562614,79.373474,29887
82.6187873,81.0722536,50.4429673,87.1338128,29897
82.6057516,73.9707278,92.9081901,60.4326705,29907
82.5974233,88.0937552,68.2796658,51.0075085,29917
82.5843877,62.4664151,91.113892,84.4706566,29927
82.5771456,80.52874,51.0100572,87.374157,29937
82.5633858,86.9683451,27.5654129,84.9877916,29947
82.5489017,89.7786114,37.7725218,67.1075101,29957
82.5384008,46.9438671,93.6391626,90.1683174,29967
82.5307967,88.5250176,88.5243938,18.5720039,29977
82.52102,82.7136577,87.276796,48.7569899,29987
82.5166748,60.9593505,86.2805018,90.0294122,29997
82.5101569,60.9593505,93.2474245,82.416899,30007
82.4982076,78.3767734,92.7422685,45.1806277,30017
82.4898793,85.692301,83.222549,40.3655882,30027
82.4764815,77.5895657,96.2207598,20.2230639,30037
82.463808,90.6418603,78.5721568,18.5720039,30047
82.4540313,88.0937552,23.8814948,84.6791418,30057
82.4449787,93.7345654,17.935079,42.220036,30067
82.4370125,83.4961581,44.7218583,84.9877916,30077
82.4290463,84.6628477,83.5194748,46.3581358,30087
82.4189075,68.3914747,69.2955851,91.0229028,30097
82.413476,89.4038368,64.1311163,43.5660144,30107
82.406596,86.7891051,79.9703839,43.5660144,30117
82.4004403,62.4664151,88.3120855,87.374157,30127
82.3950088,54.274603,39.2105089,97.2020165,30137
82.3826974,87.2790278,62.0944351,59.8495236,30147
82.3725585,71.577964,86.8200656,79.373474,30157
82.3656786,78.3767734,78.7469989,76.7222967,30167
82.3580745,92.6142248,23.5649439,52.8489578,30177
82.3504704,80.52874,83.5194748,62.6594861,30187
82.3435904,85.8523497,42.9482049,79.5478063,30197
82.338521,85.8523497,69.2955851,59.2737681,30207
82.3291064,81.6740656,25.5045189,91.3929768,30217
82.3164329,40.2761383,54.6407071,98.2396,30227
82.3106393,76.6857615,81.5261218,77.4828344,30237
82.3019488,88.5250176,78.5721568,31.7292547,30247
82.2972415,76.884917,39.2105089,92.0204713,30257
82.2889132,77.3954795,71.281037,82.6256391,30267
82.2794986,66.4987725,90.5159626,80.4984784,30277
82.2675492,90.1454198,73.6324849,28.6157399,30287
82.255962,87.8185584,94.4804947,8.8167828,30297
82.2461853,71.7981214,87.7829715,76.7222967,30307
82.245099,78.1823251,83.222549,70.9252359,30317
82.234598,93.5531528,33.7289794,24.4378801,30327
82.2219245,71.577964,82.8534945,82.6256391,30337
82.2139583,82.7136577,78.0746469,64.4494513,30347
82.1954911,83.9172816,76.4717576,59.8495236,30357
82.1882491,83.9172816,86.2805018,43.2119973,30367
82.1799208,90.3311776,40.7315842,58.4349847,30377
82.1708682,87.5911589,84.9717347,28.6157399,30387
82.1625399,79.5047182,55.8136275,86.0128863,30397
82.1509527,71.7981214,78.7469989,84.9877916,30407
82.1426244,77.5895657,72.8143462,81.5697049,30417
82.1371928,85.0560895,59.729479,72.3588902,30427
82.1256056,62.9719082,91.5532912,81.5697049,30437
82.1176394,90.6418603,52.8306071,39.5339413,30447
82.1071385,64.637211,89.6881388,82.6256391,30457
82.1006206,57.2137772,68.2796658,94.5250972,30467
82.0944649,75.4499106,77.7333734,80.8790021,30477
82.0799809,34.5719603,97.3773684,86.8916846,30487
82.0738252,86.1586872,63.6626618,63.5026022,30497
82.0669452,77.3954795,89.6881388,57.5044475,30507
82.0568064,73.9707278,73.6324849,86.0128863,30517
82.0492023,87.8185584,69.7908012,46.3581358,30527
82.0376151,78.1823251,78.0746469,75.72116,30537
82.0263899,78.9394784,90.3923498,50.4383796,30547
82.0148027,58.327238,26.602252,97.2825561,30557
82.0068365,58.327238,69.2955851,93.5558195,30567
81.9956113,58.327238,91.9980426,83.4814989,30577
81.9905419,90.3311776,8.5695571,87.1338128,30587
81.9840241,73.2570266,83.8383195,78.7146302,30597
81.9749716,78.9394784,83.8383195,66.5952176,30607
81.9637464,86.6362985,83.8383195,33.2403901,30617
81.9554181,73.2570266,79.1563231,82.9108407,30627
81.9452793,80.102547,54.0603639,85.8051657,30637
81.9315194,80.102547,70.3706347,78.3379295,30647
81.9239153,80.102547,76.4717576,73.4828752,30657
81.915587,86.6362985,79.1563231,41.5573691,30667
81.9065345,71.7981214,44.7218583,92.6125387,30677
81.8985683,73.2570266,72.6359359,86.2221361,30687
81.8891536,83.3216254,72.6359359,66.5952176,30697
81.8743075,67.3178451,65.5510075,92.1007559,30707
81.8674276,78.9394784,65.5510075,82.9108407,30717
81.8569266,81.2529421,42.9482049,86.8916846,30727
81.851133,46.9438671,71.8988464,95.9625746,30737
81.8391837,81.2529421,82.3228513,59.2737681,30747
81.8286827,77.5895657,34.4867135,91.5046106,30757
81.8214407,86.6362985,57.6981501,66.5952176,30767
81.8145608,59.1430516,87.276796,88.7244682,30777
81.8055083,73.2570266,48.8841709,92.1007559,30787
81.7975421,83.3216254,48.8841709,82.9108407,30797
81.7823338,73.2570266,40.1815707,93.1556706,30807
81.7761781,62.9719082,72.8143462,91.5046106,30817
81.7692982,81.8565645,64.3513256,76.8976486,30827
81.7566246,90.4836222,44.0153535,48.7569899,30837
81.7443132,77.5895657,26.1674406,93.0430173,30847
81.7374333,91.2375166,82.3228513,10.8644235,30857
81.7283808,86.32634,64.3513256,61.0035835,30867
81.7182419,85.0560895,50.4429673,77.4828344,30877
81.7117241,86.1586872,55.1955632,69.460997,30887
81.7001369,81.0722536,59.729479,81.1738889,30897
81.6896359,75.4499106,69.7908012,84.4706566,30907
81.6813076,76.6857615,68.2796658,84.6791418,30917
81.6715309,65.6844072,79.8187351,88.4112307,30927
81.6617542,73.9707278,55.8136275,90.2751087,30937
81.6479943,87.5911589,64.9278458,52.6116721,30947
81.6418386,74.7039824,62.0944351,88.2751291,30957
81.6273546,74.7039824,82.1847107,78.3379295,30967
81.6150431,62.9719082,44.3161023,94.9795338,30977
81.6070769,47.2248575,96.5714635,76.7222967,30987
81.5980244,82.2519789,71.281037,69.460997,30997
81.5831782,75.9742329,78.5721568,77.8164617,31007
81.5741257,88.8972574,71.8988464,33.5513337,31017
81.5636248,55.2910206,54.3282342,95.7693817,31027
81.5549344,43.2638341,91.8094374,92.8172008,31037
81.5415366,73.9707278,45.9686915,91.8632154,31047
81.5303115,81.6740656,62.6102958,77.8164617,31057
81.5158274,62.7318352,82.9715002,88.1329106,31067
81.5060507,39.9531441,87.0958369,95.132202,31077
81.4969982,69.9329389,82.9715002,81.9107235,31087
81.4850488,75.4499106,60.8323096,87.374157,31097
81.4752721,56.2647104,89.6881388,87.7355653,31107
81.4654954,58.098028,84.9717347,90.2751087,31117
81.4539082,68.1785593,82.1847107,85.8051657,31127
